0
254m 27s (- -255m 47s) 1000 0.2944 42
254m 55s (- -255m 12s) 2000 0.2729 42
255m 21s (- -256m 43s) 3000 0.2391 42
255m 48s (- -256m 15s) 4000 0.2894 42
256m 15s (- -257m 48s) 5000 0.2593 42
256m 42s (- -257m 20s) 6000 0.2872 42
257m 8s (- -258m 53s) 7000 0.2637 42
257m 36s (- -258m 25s) 8000 0.2570 42
258m 4s (- -259m 57s) 9000 0.2549 42
258m 32s (- -259m 28s) 10000 0.2792 42
258m 59s (- -259m 1s) 11000 0.2586 42
259m 26s (- -260m 35s) 12000 0.2423 42
0.0008,0.4315
(0.36363636363636365, 0.0589622641509434)
43
260m 3s (- -260m 12s) 1000 0.2918 43
260m 30s (- -261m 37s) 2000 0.2616 43
260m 57s (- -261m 8s) 3000 0.2254 43
261m 24s (- -262m 39s) 4000 0.2694 43
261m 50s (- -262m 12s) 5000 0.2477 43
262m 18s (- -263m 44s) 6000 0.2742 43
262m 44s (- -263m 17s) 7000 0.2479 43
263m 12s (- -264m 49s) 8000 0.2423 43
263m 42s (- -264m 19s) 9000 0.2339 43
264m 8s (- -265m 53s) 10000 0.2693 43
264m 34s (- -265m 26s) 11000 0.2404 43
265m 1s (- -266m 59s) 12000 0.2343 43
0.0008,0.4335
(0.36578382247673585, 0.0589622641509434)
44
265m 38s (- -266m 37s) 1000 0.2782 44
266m 5s (- -266m 2s) 2000 0.2460 44
266m 32s (- -267m 32s) 3000 0.2178 44
266m 59s (- -267m 4s) 4000 0.2670 44
267m 26s (- -268m 36s) 5000 0.2399 44
267m 53s (- -268m 8s) 6000 0.2666 44
268m 21s (- -269m 41s) 7000 0.2400 44
268m 51s (- -269m 10s) 8000 0.2329 44
269m 18s (- -270m 43s) 9000 0.2252 44
269m 44s (- -270m 16s) 10000 0.2598 44
270m 11s (- -271m 49s) 11000 0.2372 44
270m 38s (- -271m 23s) 12000 0.2359 44
0.0007,0.4145
(0.36435218324982105, 0.054245283018867926)
45
271m 14s (- -271m 1s) 1000 0.2726 45
271m 41s (- -272m 26s) 2000 0.2493 45
272m 8s (- -273m 56s) 3000 0.2176 45
272m 35s (- -273m 28s) 4000 0.2525 45
273m 2s (- -273m 1s) 5000 0.2352 45
273m 30s (- -274m 32s) 6000 0.2611 45
273m 58s (- -274m 3s) 7000 0.2358 45
274m 26s (- -275m 35s) 8000 0.2276 45
274m 53s (- -275m 8s) 9000 0.2221 45
275m 19s (- -276m 41s) 10000 0.2483 45
275m 46s (- -276m 15s) 11000 0.2277 45
276m 13s (- -277m 48s) 12000 0.2319 45
0.0006,0.2744
(0.3815318539727989, 0.06132075471698113)
46
276m 50s (- -277m 26s) 1000 0.2691 46
277m 17s (- -278m 50s) 2000 0.2457 46
277m 44s (- -278m 21s) 3000 0.2124 46
278m 10s (- -279m 53s) 4000 0.2548 46
278m 37s (- -279m 25s) 5000 0.2305 46
279m 7s (- -280m 54s) 6000 0.2543 46
279m 34s (- -280m 28s) 7000 0.2313 46
280m 1s (- -280m 0s) 8000 0.2358 46
280m 29s (- -281m 32s) 9000 0.2161 46
280m 55s (- -281m 6s) 10000 0.2458 46
281m 22s (- -282m 39s) 11000 0.2209 46
281m 49s (- -282m 12s) 12000 0.2183 46
0.0006,0.3266
(0.3786685755189692, 0.06367924528301887)
47
282m 26s (- -283m 50s) 1000 0.2547 47
282m 53s (- -283m 14s) 2000 0.2341 47
283m 20s (- -284m 45s) 3000 0.2080 47
283m 47s (- -284m 16s) 4000 0.2458 47
284m 17s (- -285m 46s) 5000 0.2243 47
284m 44s (- -285m 18s) 6000 0.2468 47
285m 10s (- -286m 51s) 7000 0.2268 47
285m 38s (- -286m 24s) 8000 0.2183 47
286m 5s (- -287m 56s) 9000 0.2141 47
286m 31s (- -287m 30s) 10000 0.2402 47
286m 58s (- -287m 2s) 11000 0.2138 47
287m 25s (- -288m 35s) 12000 0.2175 47
0.0007,0.4884
(0.37222619899785253, 0.07075471698113207)
48
288m 2s (- -288m 14s) 1000 0.2560 48
288m 29s (- -289m 39s) 2000 0.2318 48
288m 56s (- -289m 8s) 3000 0.2077 48
289m 26s (- -290m 38s) 4000 0.2386 48
289m 53s (- -290m 10s) 5000 0.2264 48
290m 20s (- -291m 42s) 6000 0.2457 48
290m 46s (- -291m 16s) 7000 0.2255 48
291m 13s (- -292m 48s) 8000 0.2140 48
291m 41s (- -292m 20s) 9000 0.2040 48
292m 7s (- -293m 54s) 10000 0.2332 48
292m 34s (- -293m 27s) 11000 0.2131 48
293m 1s (- -293m 0s) 12000 0.2044 48
0.0008,0.5152
(0.3858267716535433, 0.06367924528301887)
49
293m 38s (- -294m 39s) 1000 0.2498 49
294m 6s (- -294m 2s) 2000 0.2244 49
294m 35s (- -295m 30s) 3000 0.2032 49
295m 2s (- -295m 2s) 4000 0.2352 49
295m 28s (- -296m 34s) 5000 0.2243 49
295m 56s (- -296m 6s) 6000 0.2403 49
296m 22s (- -297m 40s) 7000 0.2229 49
296m 49s (- -297m 12s) 8000 0.2184 49
297m 17s (- -298m 44s) 9000 0.2049 49
297m 43s (- -298m 18s) 10000 0.2316 49
298m 10s (- -299m 51s) 11000 0.2171 49
298m 37s (- -299m 24s) 12000 0.2111 49
0.0008,0.5317
(0.3822476735862563, 0.06132075471698113)
50
299m 14s (- -299m 3s) 1000 0.2451 50
299m 44s (- -300m 24s) 2000 0.2205 50
300m 11s (- -301m 54s) 3000 0.1991 50
300m 38s (- -301m 26s) 4000 0.2354 50
301m 4s (- -302m 58s) 5000 0.2197 50
301m 32s (- -302m 30s) 6000 0.2369 50
301m 58s (- -302m 4s) 7000 0.2132 50
302m 25s (- -303m 36s) 8000 0.2054 50
302m 53s (- -303m 8s) 9000 0.2002 50
303m 19s (- -304m 42s) 10000 0.2246 50
303m 46s (- -304m 15s) 11000 0.2105 50
304m 12s (- -305m 48s) 12000 0.2159 50
0.0007,0.4738
(0.376521116678597, 0.054245283018867926)
51
304m 52s (- -305m 25s) 1000 0.2427 51
305m 19s (- -306m 49s) 2000 0.2142 51
305m 46s (- -306m 19s) 3000 0.1910 51
306m 13s (- -307m 51s) 4000 0.2307 51
306m 39s (- -307m 23s) 5000 0.2144 51
307m 7s (- -308m 56s) 6000 0.2335 51
307m 33s (- -308m 29s) 7000 0.2142 51
308m 0s (- -308m 1s) 8000 0.1993 51
308m 27s (- -309m 34s) 9000 0.1965 51
308m 53s (- -309m 7s) 10000 0.2216 51
309m 20s (- -310m 40s) 11000 0.2018 51
309m 50s (- -310m 10s) 12000 0.1981 51
0.0006,0.4397
(0.3836793128131711, 0.07311320754716981)
52
310m 27s (- -311m 50s) 1000 0.2324 52
310m 55s (- -311m 14s) 2000 0.2181 52
311m 21s (- -312m 44s) 3000 0.1897 52
311m 48s (- -312m 16s) 4000 0.2255 52
312m 15s (- -313m 48s) 5000 0.2117 52
312m 42s (- -313m 20s) 6000 0.2316 52
313m 8s (- -314m 54s) 7000 0.2084 52
313m 35s (- -314m 26s) 8000 0.1989 52
314m 3s (- -315m 58s) 9000 0.1891 52
314m 29s (- -315m 32s) 10000 0.2300 52
314m 59s (- -315m 2s) 11000 0.2102 52
315m 26s (- -316m 35s) 12000 0.2001 52
0.0007,0.3970
(0.380100214745884, 0.07075471698113207)
53
316m 3s (- -316m 15s) 1000 0.2355 53
316m 30s (- -317m 39s) 2000 0.2069 53
316m 57s (- -317m 9s) 3000 0.1895 53
317m 24s (- -318m 40s) 4000 0.2211 53
317m 50s (- -318m 13s) 5000 0.2088 53
318m 18s (- -319m 45s) 6000 0.2255 53
318m 44s (- -319m 18s) 7000 0.2088 53
319m 11s (- -320m 50s) 8000 0.1919 53
319m 38s (- -320m 23s) 9000 0.1885 53
320m 8s (- -321m 53s) 10000 0.2178 53
320m 35s (- -321m 26s) 11000 0.1938 53
321m 2s (- -322m 58s) 12000 0.1894 53
0.0007,0.4069
(0.39441660701503223, 0.07547169811320754)
54
321m 40s (- -322m 38s) 1000 0.2378 54
322m 7s (- -322m 1s) 2000 0.2087 54
322m 34s (- -323m 32s) 3000 0.1903 54
323m 1s (- -323m 3s) 4000 0.2182 54
323m 27s (- -324m 35s) 5000 0.2058 54
323m 55s (- -324m 8s) 6000 0.2215 54
324m 21s (- -325m 41s) 7000 0.2094 54
324m 48s (- -325m 13s) 8000 0.1985 54
325m 19s (- -326m 42s) 9000 0.1870 54
325m 45s (- -326m 16s) 10000 0.2096 54
326m 12s (- -327m 49s) 11000 0.1892 54
326m 39s (- -327m 22s) 12000 0.1909 54
0.0006,0.3265
(0.3758052970651396, 0.07547169811320754)
55
327m 16s (- -327m 3s) 1000 0.2266 55
327m 43s (- -328m 25s) 2000 0.2021 55
328m 10s (- -329m 56s) 3000 0.1810 55
328m 37s (- -329m 27s) 4000 0.2122 55
329m 3s (- -329m 0s) 5000 0.2071 55
329m 31s (- -330m 31s) 6000 0.2163 55
329m 57s (- -330m 5s) 7000 0.2073 55
330m 28s (- -331m 33s) 8000 0.1838 55
330m 55s (- -331m 6s) 9000 0.1806 55
331m 21s (- -332m 40s) 10000 0.2029 55
331m 48s (- -332m 13s) 11000 0.1868 55
332m 15s (- -333m 46s) 12000 0.1830 55
0.0007,0.5081
(0.38869005010737295, 0.06367924528301887)
56
332m 52s (- -333m 27s) 1000 0.2187 56
333m 19s (- -334m 50s) 2000 0.1960 56
333m 46s (- -334m 20s) 3000 0.1794 56
334m 12s (- -335m 52s) 4000 0.2095 56
334m 39s (- -335m 24s) 5000 0.2006 56
335m 6s (- -336m 56s) 6000 0.2166 56
335m 36s (- -336m 26s) 7000 0.1972 56
336m 3s (- -337m 58s) 8000 0.1806 56
336m 31s (- -337m 31s) 9000 0.1820 56
336m 57s (- -337m 4s) 10000 0.2043 56
337m 23s (- -338m 37s) 11000 0.1811 56
337m 50s (- -338m 11s) 12000 0.1866 56
0.0005,0.2709
(0.39155332856120256, 0.07783018867924528)
57
338m 27s (- -339m 53s) 1000 0.2149 57
338m 54s (- -339m 15s) 2000 0.1972 57
339m 20s (- -340m 45s) 3000 0.1732 57
339m 47s (- -340m 17s) 4000 0.2070 57
340m 14s (- -341m 49s) 5000 0.1953 57
340m 45s (- -341m 17s) 6000 0.2070 57
341m 11s (- -342m 51s) 7000 0.1936 57
341m 39s (- -342m 23s) 8000 0.1799 57
342m 7s (- -343m 55s) 9000 0.1788 57
342m 33s (- -343m 28s) 10000 0.1995 57
343m 0s (- -343m 1s) 11000 0.1721 57
343m 26s (- -344m 34s) 12000 0.1777 57
0.0005,0.2109
(0.4101646385110952, 0.08726415094339622)
58
344m 4s (- -344m 16s) 1000 0.2121 58
344m 31s (- -345m 38s) 2000 0.1939 58
344m 57s (- -345m 9s) 3000 0.1750 58
345m 24s (- -346m 40s) 4000 0.2076 58
345m 54s (- -346m 9s) 5000 0.1931 58
346m 21s (- -347m 41s) 6000 0.2118 58
346m 47s (- -347m 15s) 7000 0.1925 58
347m 15s (- -348m 47s) 8000 0.1718 58
347m 42s (- -348m 19s) 9000 0.1695 58
348m 8s (- -349m 53s) 10000 0.2002 58
348m 35s (- -349m 26s) 11000 0.1794 58
349m 2s (- -350m 59s) 12000 0.1766 58
0.0004,0.2360
(0.38869005010737295, 0.06839622641509434)
59
349m 39s (- -350m 41s) 1000 0.2124 59
350m 6s (- -350m 3s) 2000 0.1896 59
350m 33s (- -351m 33s) 3000 0.1661 59
351m 3s (- -351m 2s) 4000 0.2011 59
351m 29s (- -352m 34s) 5000 0.1903 59
351m 57s (- -352m 6s) 6000 0.2009 59
352m 23s (- -353m 39s) 7000 0.1977 59
352m 50s (- -353m 11s) 8000 0.1739 59
353m 18s (- -354m 44s) 9000 0.1758 59
353m 44s (- -354m 17s) 10000 0.1981 59
354m 11s (- -355m 50s) 11000 0.1729 59
354m 38s (- -355m 23s) 12000 0.1705 59
0.0005,0.2818
(0.39799570508231924, 0.07311320754716981)
60
355m 14s (- -355m 6s) 1000 0.2042 60
355m 42s (- -356m 28s) 2000 0.1848 60
356m 11s (- -357m 55s) 3000 0.1735 60
356m 38s (- -357m 26s) 4000 0.1976 60
357m 5s (- -358m 58s) 5000 0.1902 60
357m 32s (- -358m 30s) 6000 0.2085 60
357m 59s (- -358m 3s) 7000 0.1899 60
358m 26s (- -359m 36s) 8000 0.1696 60
358m 53s (- -359m 8s) 9000 0.1662 60
359m 19s (- -360m 42s) 10000 0.1971 60
359m 46s (- -360m 15s) 11000 0.1677 60
360m 13s (- -361m 48s) 12000 0.1706 60
0.0004,0.1692
(0.39656406585540444, 0.07075471698113207)
61
360m 52s (- -361m 28s) 1000 0.2015 61
361m 23s (- -362m 47s) 2000 0.1831 61
361m 50s (- -362m 16s) 3000 0.1680 61
362m 17s (- -363m 47s) 4000 0.2063 61
362m 44s (- -363m 19s) 5000 0.1896 61
363m 12s (- -364m 51s) 6000 0.1996 61
363m 38s (- -364m 24s) 7000 0.1864 61
364m 5s (- -365m 57s) 8000 0.1679 61
364m 32s (- -365m 29s) 9000 0.1889 61
364m 58s (- -365m 3s) 10000 0.2186 61
365m 25s (- -366m 36s) 11000 0.1759 61
365m 52s (- -366m 9s) 12000 0.1937 61
0.0004,0.1969
(0.380100214745884, 0.06367924528301887)
62
366m 32s (- -367m 49s) 1000 0.2087 62
366m 59s (- -367m 11s) 2000 0.2014 62
367m 26s (- -368m 41s) 3000 0.1788 62
367m 52s (- -368m 12s) 4000 0.2055 62
368m 19s (- -369m 44s) 5000 0.1940 62
368m 46s (- -369m 16s) 6000 0.2054 62
369m 12s (- -370m 50s) 7000 0.1884 62
369m 40s (- -370m 22s) 8000 0.1711 62
370m 7s (- -371m 54s) 9000 0.1743 62
370m 33s (- -371m 28s) 10000 0.1954 62
371m 0s (- -371m 1s) 11000 0.1632 62
371m 28s (- -372m 33s) 12000 0.1701 62
0.0005,0.2654
(0.39584824624194703, 0.08490566037735849)
63
372m 7s (- -372m 14s) 1000 0.2022 63
372m 35s (- -373m 36s) 2000 0.1799 63
373m 1s (- -373m 5s) 3000 0.1621 63
373m 28s (- -374m 37s) 4000 0.1915 63
373m 54s (- -374m 9s) 5000 0.1852 63
374m 22s (- -375m 41s) 6000 0.1901 63
374m 48s (- -375m 14s) 7000 0.1743 63
375m 15s (- -376m 46s) 8000 0.1640 63
375m 43s (- -376m 19s) 9000 0.1628 63
376m 9s (- -377m 52s) 10000 0.1836 63
376m 36s (- -377m 25s) 11000 0.1665 63
377m 6s (- -378m 55s) 12000 0.1671 63
0.0004,0.2514
(0.39799570508231924, 0.07311320754716981)
64
377m 44s (- -378m 38s) 1000 0.1951 64
378m 11s (- -379m 59s) 2000 0.1729 64
378m 37s (- -379m 29s) 3000 0.1603 64
379m 4s (- -379m 0s) 4000 0.1851 64
379m 31s (- -380m 32s) 5000 0.1789 64
379m 59s (- -380m 4s) 6000 0.1912 64
380m 25s (- -381m 37s) 7000 0.1806 64
380m 52s (- -381m 9s) 8000 0.1593 64
381m 20s (- -382m 42s) 9000 0.1625 64

381m 47s (- -382m 14s) 10000 0.1816 64
382m 17s (- -383m 44s) 11000 0.1590 64
382m 44s (- -383m 17s) 12000 0.1717 64
0.0008,0.1677
(0.3750894774516822, 0.04716981132075472)
65
383m 21s (- -383m 1s) 1000 0.2021 65
383m 48s (- -384m 23s) 2000 0.1775 65
384m 15s (- -385m 52s) 3000 0.1585 65
384m 41s (- -385m 23s) 4000 0.1888 65
385m 8s (- -386m 55s) 5000 0.1767 65
385m 36s (- -386m 27s) 6000 0.1968 65
386m 2s (- -386m 0s) 7000 0.1746 65
386m 30s (- -387m 32s) 8000 0.1618 65
386m 58s (- -387m 3s) 9000 0.1633 65
387m 26s (- -388m 35s) 10000 0.1788 65
387m 54s (- -388m 7s) 11000 0.1547 65
388m 21s (- -389m 40s) 12000 0.1704 65
0.0006,0.4345
(0.4037222619899785, 0.08018867924528301)
66
388m 58s (- -389m 25s) 1000 0.1918 66
389m 25s (- -390m 46s) 2000 0.1717 66
389m 52s (- -390m 15s) 3000 0.1534 66
390m 20s (- -391m 45s) 4000 0.1849 66
390m 46s (- -391m 18s) 5000 0.1788 66
391m 13s (- -392m 50s) 6000 0.1885 66
391m 39s (- -392m 23s) 7000 0.1705 66
392m 7s (- -393m 55s) 8000 0.1565 66
392m 34s (- -393m 27s) 9000 0.1593 66
393m 0s (- -393m 1s) 10000 0.1752 66
393m 27s (- -394m 34s) 11000 0.1593 66
393m 54s (- -394m 7s) 12000 0.1626 66
0.0004,0.1759
(0.4044380816034359, 0.06839622641509434)
67
394m 32s (- -395m 51s) 1000 0.1830 67
394m 59s (- -395m 12s) 2000 0.1650 67
395m 28s (- -396m 38s) 3000 0.1505 67
395m 55s (- -396m 10s) 4000 0.1882 67
396m 22s (- -397m 42s) 5000 0.1735 67
396m 49s (- -397m 14s) 6000 0.1855 67
397m 15s (- -398m 47s) 7000 0.1701 67
397m 43s (- -398m 19s) 8000 0.1558 67
398m 10s (- -399m 52s) 9000 0.1569 67
398m 36s (- -399m 25s) 10000 0.1796 67
399m 3s (- -400m 58s) 11000 0.1516 67
399m 29s (- -400m 32s) 12000 0.1533 67
0.0004,0.2657
(0.4022906227630637, 0.07547169811320754)
68
400m 7s (- -400m 16s) 1000 0.1852 68
400m 37s (- -401m 34s) 2000 0.1679 68
401m 4s (- -401m 3s) 3000 0.1503 68
401m 30s (- -402m 35s) 4000 0.1781 68
401m 57s (- -402m 7s) 5000 0.1751 68
402m 24s (- -403m 39s) 6000 0.1866 68
402m 50s (- -403m 12s) 7000 0.1663 68
403m 17s (- -404m 45s) 8000 0.1528 68
403m 45s (- -404m 17s) 9000 0.1532 68
404m 11s (- -405m 51s) 10000 0.1729 68
404m 37s (- -405m 24s) 11000 0.1468 68
405m 4s (- -406m 57s) 12000 0.1505 68
0.0003,0.1810
(0.4073013600572656, 0.08018867924528301)
69
405m 44s (- -406m 39s) 1000 0.1820 69
406m 11s (- -406m 0s) 2000 0.1623 69
406m 38s (- -407m 30s) 3000 0.1466 69
407m 5s (- -407m 1s) 4000 0.1749 69
407m 31s (- -408m 33s) 5000 0.1717 69
407m 58s (- -408m 5s) 6000 0.1799 69
408m 25s (- -409m 38s) 7000 0.1682 69
408m 52s (- -409m 10s) 8000 0.1512 69
409m 19s (- -410m 43s) 9000 0.1541 69
409m 45s (- -410m 17s) 10000 0.1710 69
410m 12s (- -411m 50s) 11000 0.1437 69
410m 39s (- -411m 22s) 12000 0.1519 69
0.0003,0.1304
(0.4087329992841804, 0.08490566037735849)
70
411m 19s (- -411m 5s) 1000 0.1826 70
411m 46s (- -412m 26s) 2000 0.1573 70
412m 12s (- -413m 55s) 3000 0.1484 70
412m 39s (- -413m 26s) 4000 0.1749 70
413m 5s (- -414m 59s) 5000 0.1691 70
413m 33s (- -414m 30s) 6000 0.1771 70
413m 59s (- -414m 4s) 7000 0.1680 70
414m 26s (- -415m 36s) 8000 0.1470 70
414m 54s (- -415m 8s) 9000 0.1512 70
415m 20s (- -416m 42s) 10000 0.1701 70
415m 47s (- -416m 15s) 11000 0.1503 70
416m 16s (- -417m 45s) 12000 0.1638 70
0.0002,0.0848
(0.4094488188976378, 0.07783018867924528)
71
416m 53s (- -417m 31s) 1000 0.1792 71
417m 22s (- -418m 49s) 2000 0.1648 71
417m 49s (- -418m 19s) 3000 0.1525 71
418m 15s (- -419m 50s) 4000 0.1789 71
418m 42s (- -419m 22s) 5000 0.1694 71
419m 9s (- -420m 54s) 6000 0.1775 71
419m 36s (- -420m 27s) 7000 0.1626 71
420m 3s (- -421m 59s) 8000 0.1485 71
420m 30s (- -421m 32s) 9000 0.1512 71
420m 56s (- -421m 5s) 10000 0.1623 71
421m 23s (- -422m 38s) 11000 0.1432 71
421m 50s (- -422m 11s) 12000 0.1485 71
0.0003,0.1256
(0.408017179670723, 0.07547169811320754)
72
422m 28s (- -423m 56s) 1000 0.1795 72
422m 58s (- -423m 13s) 2000 0.1564 72
423m 25s (- -424m 43s) 3000 0.1454 72
423m 51s (- -424m 14s) 4000 0.1766 72
424m 18s (- -425m 46s) 5000 0.1638 72
424m 45s (- -425m 18s) 6000 0.1783 72
425m 12s (- -426m 51s) 7000 0.1585 72
425m 39s (- -426m 23s) 8000 0.1438 72
426m 6s (- -427m 55s) 9000 0.1509 72
426m 33s (- -427m 29s) 10000 0.1604 72
427m 0s (- -427m 2s) 11000 0.1438 72
427m 27s (- -428m 34s) 12000 0.1459 72
0.0003,0.1249
(0.4022906227630637, 0.08726415094339622)
73
428m 7s (- -428m 17s) 1000 0.1714 73
428m 35s (- -429m 37s) 2000 0.1561 73
429m 1s (- -429m 7s) 3000 0.1444 73
429m 28s (- -430m 38s) 4000 0.1700 73
429m 54s (- -430m 10s) 5000 0.1606 73
430m 22s (- -431m 42s) 6000 0.1735 73
430m 48s (- -431m 15s) 7000 0.1638 73
431m 15s (- -432m 47s) 8000 0.1446 73
431m 43s (- -432m 19s) 9000 0.1457 73
432m 9s (- -433m 52s) 10000 0.1614 73
432m 36s (- -433m 25s) 11000 0.1375 73
433m 6s (- -434m 55s) 12000 0.1453 73
0.0002,0.0926
(0.41517537580529706, 0.08726415094339622)
74
433m 43s (- -434m 42s) 1000 0.1760 74
434m 10s (- -434m 2s) 2000 0.1554 74
434m 37s (- -435m 31s) 3000 0.1420 74
435m 3s (- -435m 2s) 4000 0.1780 74
435m 30s (- -436m 34s) 5000 0.1699 74
435m 57s (- -436m 6s) 6000 0.1741 74
436m 24s (- -437m 39s) 7000 0.1597 74
436m 51s (- -437m 11s) 8000 0.1437 74
437m 19s (- -438m 43s) 9000 0.1484 74
437m 45s (- -438m 17s) 10000 0.1594 74
438m 15s (- -439m 46s) 11000 0.1359 74
438m 42s (- -439m 19s) 12000 0.1472 74
0.0002,0.1033
(0.42018611309949894, 0.08490566037735849)
75
439m 19s (- -439m 6s) 1000 0.1690 75
439m 47s (- -440m 26s) 2000 0.1469 75
440m 13s (- -441m 54s) 3000 0.1465 75
440m 40s (- -441m 26s) 4000 0.1793 75
441m 7s (- -442m 57s) 5000 0.1640 75
441m 35s (- -442m 29s) 6000 0.1789 75
442m 1s (- -442m 2s) 7000 0.1616 75
442m 28s (- -443m 34s) 8000 0.1427 75
442m 56s (- -443m 6s) 9000 0.1514 75
443m 25s (- -444m 36s) 10000 0.1602 75
443m 52s (- -444m 9s) 11000 0.1363 75
444m 19s (- -445m 42s) 12000 0.1451 75
0.0003,0.1417
(0.4051539012168933, 0.07311320754716981)
76
444m 56s (- -445m 30s) 1000 0.1706 76
445m 23s (- -446m 49s) 2000 0.1526 76
445m 50s (- -446m 18s) 3000 0.1463 76
446m 17s (- -447m 49s) 4000 0.1704 76
446m 44s (- -447m 21s) 5000 0.1654 76
447m 12s (- -448m 52s) 6000 0.1813 76
447m 38s (- -448m 25s) 7000 0.1648 76
448m 6s (- -449m 57s) 8000 0.1446 76
448m 36s (- -449m 26s) 9000 0.1499 76
449m 2s (- -450m 59s) 10000 0.1671 76
449m 29s (- -450m 32s) 11000 0.1397 76
449m 56s (- -450m 5s) 12000 0.1452 76
0.0002,0.0914
(0.4073013600572656, 0.08490566037735849)
77
450m 33s (- -451m 53s) 1000 0.1818 77
451m 0s (- -451m 12s) 2000 0.1637 77
451m 27s (- -452m 41s) 3000 0.1440 77
451m 54s (- -452m 12s) 4000 0.1826 77
452m 20s (- -453m 44s) 5000 0.1810 77
452m 47s (- -453m 16s) 6000 0.1803 77
453m 14s (- -454m 49s) 7000 0.1696 77
453m 44s (- -454m 18s) 8000 0.1500 77
454m 12s (- -455m 50s) 9000 0.1733 77
454m 38s (- -455m 24s) 10000 0.1836 77
455m 5s (- -456m 57s) 11000 0.1505 77
455m 32s (- -456m 29s) 12000 0.1591 77
0.0002,0.0974
(0.4022906227630637, 0.08018867924528301)
78
456m 9s (- -456m 17s) 1000 0.1832 78
456m 37s (- -457m 36s) 2000 0.1662 78
457m 3s (- -457m 5s) 3000 0.1457 78
457m 30s (- -458m 36s) 4000 0.1843 78
457m 57s (- -458m 8s) 5000 0.1685 78
458m 24s (- -459m 39s) 6000 0.1767 78
458m 54s (- -459m 9s) 7000 0.1609 78
459m 21s (- -460m 41s) 8000 0.1445 78
459m 48s (- -460m 14s) 9000 0.1450 78
460m 15s (- -461m 47s) 10000 0.1794 78
460m 42s (- -461m 20s) 11000 0.1491 78
461m 9s (- -462m 53s) 12000 0.1565 78
0.0002,0.0946
(0.41159627773801, 0.08490566037735849)
79
461m 46s (- -462m 41s) 1000 0.1743 79
462m 13s (- -462m 0s) 2000 0.1568 79
462m 40s (- -463m 29s) 3000 0.1430 79
463m 6s (- -463m 0s) 4000 0.1704 79
463m 33s (- -464m 32s) 5000 0.1677 79
464m 4s (- -464m 0s) 6000 0.1789 79
464m 30s (- -465m 33s) 7000 0.1605 79
464m 57s (- -465m 5s) 8000 0.1468 79
465m 25s (- -466m 37s) 9000 0.1450 79
465m 51s (- -466m 11s) 10000 0.1584 79
466m 17s (- -467m 44s) 11000 0.1351 79
466m 44s (- -467m 17s) 12000 0.1405 79
0.0002,0.0979
(0.4266284896206156, 0.09433962264150944)
80
467m 22s (- -467m 5s) 1000 0.1694 80
467m 49s (- -468m 24s) 2000 0.1495 80
468m 16s (- -469m 53s) 3000 0.1399 80
468m 42s (- -469m 24s) 4000 0.1657 80
469m 12s (- -470m 52s) 5000 0.1614 80
469m 40s (- -470m 24s) 6000 0.1689 80
470m 7s (- -471m 57s) 7000 0.1526 80
470m 34s (- -471m 29s) 8000 0.1357 80
471m 1s (- -471m 1s) 9000 0.1378 80
471m 28s (- -472m 34s) 10000 0.1535 80
471m 54s (- -472m 7s) 11000 0.1659 80
472m 22s (- -473m 40s) 12000 0.1506 80
0.0002,0.1230
(0.4094488188976378, 0.07075471698113207)
81
472m 58s (- -473m 29s) 1000 0.1814 81
473m 28s (- -474m 45s) 2000 0.1645 81
473m 55s (- -474m 13s) 3000 0.1500 81
474m 25s (- -475m 41s) 4000 0.1781 81
474m 52s (- -475m 13s) 5000 0.1643 81
475m 19s (- -476m 45s) 6000 0.1713 81
475m 45s (- -476m 18s) 7000 0.1568 81
476m 13s (- -477m 50s) 8000 0.1383 81
476m 40s (- -477m 22s) 9000 0.1405 81
477m 6s (- -478m 56s) 10000 0.1544 81
477m 33s (- -478m 28s) 11000 0.1330 81
478m 0s (- -478m 1s) 12000 0.1358 81
0.0003,0.1530
(0.4101646385110952, 0.09905660377358491)
82
478m 37s (- -479m 50s) 1000 0.1634 82
479m 5s (- -479m 8s) 2000 0.1474 82
479m 34s (- -480m 34s) 3000 0.1388 82
480m 1s (- -480m 5s) 4000 0.1651 82
480m 28s (- -481m 37s) 5000 0.1540 82
480m 55s (- -481m 9s) 6000 0.1646 82
481m 21s (- -482m 42s) 7000 0.1516 82
481m 49s (- -482m 14s) 8000 0.1330 82
482m 16s (- -483m 46s) 9000 0.1399 82
482m 43s (- -483m 19s) 10000 0.1468 82
483m 9s (- -484m 52s) 11000 0.1292 82
483m 36s (- -484m 25s) 12000 0.1359 82
0.0002,0.0815
(0.4266284896206156, 0.09905660377358491)
83
484m 14s (- -484m 14s) 1000 0.1613 83
484m 44s (- -485m 29s) 2000 0.1429 83
485m 11s (- -486m 58s) 3000 0.1328 83
485m 37s (- -486m 29s) 4000 0.1634 83
486m 4s (- -486m 1s) 5000 0.1587 83
486m 31s (- -487m 32s) 6000 0.1603 83
486m 58s (- -487m 5s) 7000 0.1500 83
487m 25s (- -488m 37s) 8000 0.1320 83
487m 53s (- -488m 10s) 9000 0.1336 83
488m 19s (- -489m 43s) 10000 0.1513 83
488m 46s (- -489m 16s) 11000 0.1268 83
489m 12s (- -490m 49s) 12000 0.1380 83
0.0002,0.1240
(0.41947029348604153, 0.09198113207547169)
84
